Rank,Company,Plan,Estimated Annual Bill,Source,Last Checked
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 13:54
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 13:54
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,27/06/2026 15:20
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,27/06/2026 15:20
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,27/06/2026 15:20
4,SSE Airtricity,EnergySaver 18%,"€1,503.84",Switcher.ie,27/06/2026 15:20
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,27/06/2026 15:20
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,27/06/2026 15:20
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 15:20
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 15:20
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,27/06/2026 17:17
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,27/06/2026 17:17
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,27/06/2026 17:17
4,SSE Airtricity,EnergySaver 18%,"€1,503.84",Switcher.ie,27/06/2026 17:17
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,27/06/2026 17:17
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,27/06/2026 17:17
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 17:17
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 17:17
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,27/06/2026 19:36
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,27/06/2026 19:36
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,27/06/2026 19:36
4,SSE Airtricity,EnergySaver 18%,"€1,503.84",Switcher.ie,27/06/2026 19:36
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,27/06/2026 19:36
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,27/06/2026 19:36
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 19:36
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 19:36
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,27/06/2026 21:11
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,27/06/2026 21:11
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,27/06/2026 21:11
4,SSE Airtricity,EnergySaver 18%,"€1,503.84",Switcher.ie,27/06/2026 21:11
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,27/06/2026 21:11
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,27/06/2026 21:11
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 21:11
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 21:11
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,27/06/2026 23:08
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,27/06/2026 23:08
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,27/06/2026 23:08
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,27/06/2026 23:08
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,27/06/2026 23:08
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,27/06/2026 23:08
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,27/06/2026 23:08
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,27/06/2026 23:08
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 04:19
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 04:19
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 04:19
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 04:19
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 04:19
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 04:19
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 04:19
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 04:19
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 09:18
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 09:18
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 09:18
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 09:18
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 09:18
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 09:18
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 09:18
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 09:18
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 11:49
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 11:49
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 11:49
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 11:49
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 11:49
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 11:49
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 11:49
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 11:49
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 14:00
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 14:00
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 14:00
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 14:00
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 14:00
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 14:00
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 14:00
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 14:00
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 15:24
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 15:24
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 15:24
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 15:24
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 15:24
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 15:24
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 15:24
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 15:24
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 17:19
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 17:19
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 17:19
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 17:19
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 17:19
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 17:19
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 17:19
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 17:19
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 19:38
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 19:38
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 19:38
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 19:38
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 19:38
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 19:38
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 19:38
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 19:38
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 21:08
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 21:08
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 21:08
4,SSE Airtricity,EnergySaver 18%,"€1,504.15",Switcher.ie,28/06/2026 21:08
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 21:08
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 21:08
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 21:08
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 21:08
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,28/06/2026 23:09
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,28/06/2026 23:09
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,28/06/2026 23:09
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,28/06/2026 23:09
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,28/06/2026 23:09
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,28/06/2026 23:09
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,28/06/2026 23:09
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,28/06/2026 23:09
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 04:25
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 04:25
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,29/06/2026 04:25
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,29/06/2026 04:25
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 04:25
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 04:25
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 04:25
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 04:25
1,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 11:10
2,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 11:10
3,Flogas,Flogas - Electricity 28% Loyalty Discount,"€1,492.59",Switcher.ie,29/06/2026 11:10
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,29/06/2026 11:10
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 11:10
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 11:10
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 11:10
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 11:10
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,29/06/2026 15:56
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 15:56
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 15:56
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,29/06/2026 15:56
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 15:56
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 15:56
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 15:56
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 15:56
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,29/06/2026 18:17
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 18:17
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 18:17
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,29/06/2026 18:17
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 18:17
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 18:17
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 18:17
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 18:17
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,29/06/2026 21:38
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 21:38
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 21:38
4,SSE Airtricity,EnergySaver 18%,"€1,504.46",Switcher.ie,29/06/2026 21:38
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 21:38
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 21:38
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 21:38
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 21:38
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,29/06/2026 23:03
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,29/06/2026 23:03
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,29/06/2026 23:03
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,29/06/2026 23:03
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,29/06/2026 23:03
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,29/06/2026 23:03
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,29/06/2026 23:03
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,29/06/2026 23:03
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 04:05
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 04:05
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 04:05
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,30/06/2026 04:05
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 04:05
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 04:05
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 04:05
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 04:05
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 09:50
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 09:50
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 09:50
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,30/06/2026 09:50
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 09:50
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 09:50
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 09:50
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 09:50
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 12:14
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 12:14
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 12:14
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,30/06/2026 12:14
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 12:14
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 12:14
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 12:14
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 12:14
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 16:24
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 16:24
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 16:24
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,30/06/2026 16:24
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 16:24
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 16:24
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 16:24
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 16:24
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 20:05
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 20:05
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 20:05
4,SSE Airtricity,EnergySaver 18%,"€1,504.77",Switcher.ie,30/06/2026 20:05
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 20:05
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 20:05
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 20:05
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 20:05
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,30/06/2026 23:18
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,30/06/2026 23:18
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,30/06/2026 23:18
4,SSE Airtricity,EnergySaver 18%,"€1,505.09",Switcher.ie,30/06/2026 23:18
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,30/06/2026 23:18
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,30/06/2026 23:18
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,30/06/2026 23:18
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,30/06/2026 23:18
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,01/07/2026 04:21
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,01/07/2026 04:21
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,01/07/2026 04:21
4,SSE Airtricity,EnergySaver 18%,"€1,505.09",Switcher.ie,01/07/2026 04:21
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,01/07/2026 04:21
6,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 25% DD & eBill,"€1,578.53",Switcher.ie,01/07/2026 04:21
7,Electric Ireland,SSE Airtricity - 1 Year Home Electricity 15% DD & eBill + €170 First Bill Credit,"€1,581.12",Switcher.ie,01/07/2026 04:21
8,Electric Ireland,1 Year Home Electricity 23% DD & Post,"€1,612.86",Switcher.ie,01/07/2026 04:21
1,Yuno Energy,1 Year Electricity Variable Plan,"€1,465.97",Switcher.ie,01/07/2026 09:59
2,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,Yuno Energy will request a Smart Meter from ESB Networks on your behalf when you join,"€1,489.15",Switcher.ie,01/07/2026 09:59
3,Electric Ireland,1 Year Home Electricity 30% DD & eBill,"€1,492.00",Switcher.ie,01/07/2026 09:59
4,SSE Airtricity,EnergySaver 18%,"€1,505.09",Switcher.ie,01/07/2026 09:59
5,Energia,Energia - Standard Electricity 30%,"€1,538.02",Switcher.ie,01/07/2026 09:59
